Machine,Timestamp,WindSpeed,ActivePower,TurbineState,PitchAngle,GenSpeed
RSA006,2017-01-01T00:00:00,9.250690672782783,1214.0525072093878,11.0,0.17033446816501835,1440.3232431860306
RSA006,2017-01-01T00:20:00,8.676910606590484,1126.8954936005725,11.0,-1.1350890243050342,1407.198613981695
RSA006,2017-01-01T00:30:00,8.407010782803736,1018.6817695332768,11.0,-1.5845862755327804,1360.1331647817528
RSA006,2017-01-01T00:40:00,8.181818465350325,958.7469273449733,11.0,-1.8029283237855471,1333.1611131895081
RSA006,2017-01-01T01:20:00,5.995179990927384,490.144183921814,11.0,-0.36239120320339396,1246.604560597738
RSA006,2017-01-01T01:30:00,5.307756966987087,401.9092505978642,11.0,0.5382262020933758,1243.0401669942273
RSA006,2017-01-01T01:40:00,4.614895704376251,283.1946997108298,11.0,1.4309898562588304,1238.2553505798594
RSA006,2017-01-01T02:10:00,5.394763133134265,378.8023393278064,11.0,0.38077893061079343,1242.1172311509222
RSA006,2017-01-01T02:20:00,4.237837855384658,196.05681719551967,11.0,1.8664085983052807,1234.7341387266924
RSA006,2017-01-01T02:30:00,4.783497425495211,280.5715856971981,11.0,1.2043054340664976,1238.1630772364706
RSA006,2017-01-01T02:40:00,5.231995478019876,332.74299876972765,11.0,0.6305227869711186,1240.2566949876684
RSA006,2017-01-01T02:50:00,5.543631120345652,420.6356578268062,11.0,0.20372861354698807,1243.7994620612724
RSA006,2017-01-01T03:00:00,5.4509082584299575,423.4259184486846,11.0,0.3397723641286358,1243.909854725894
RSA006,2017-01-01T03:30:00,5.3272692231345244,484.3282757457833,11.0,0.5577141068738998,1246.3745939995426
RSA006,2017-01-01T03:40:00,5.736311737728701,550.018435227653,11.0,-0.1186181455423825,1249.0340789981385
RSA006,2017-01-01T03:50:00,5.660267767440254,520.3189492969155,11.0,-0.005371769404197528,1247.8234771918849
RSA006,2017-01-01T04:00:00,5.844312759240464,596.2420241673789,11.0,-0.27151453767049444,1250.881499989827
RSA006,2017-01-01T04:30:00,7.121270141920117,764.2577810267568,11.0,-1.5460585487660388,1259.46140513888
RSA006,2017-01-01T04:40:00,7.415737516681353,795.3720573425293,11.0,-1.7216599836945534,1266.4842191060393
RSA006,2017-01-01T04:50:00,7.734775883244377,921.6801462153636,11.0,-1.7387457666550754,1316.4654741505333
RSA006,2017-01-01T05:10:00,7.741273594896,821.5971089680992,11.0,-1.708597587421537,1277.0190279642736
RSA006,2017-01-01T05:20:00,8.10280585736971,783.2917708554196,11.0,-1.7831237353462266,1263.4975611421905
RSA006,2017-01-01T05:30:00,8.631158699860434,1030.5695458172263,11.0,-1.116381979107918,1365.3492972201461
RSA006,2017-01-01T05:50:00,8.753648583094273,1007.7521649678548,11.0,-0.904252221946323,1355.4981671651199
RSA006,2017-01-01T06:00:00,8.717068904687551,991.7678454690728,11.0,-0.9986112929845979,1347.979668735473
RSA006,2017-01-01T06:10:00,8.813542203491954,978.809212874583,11.0,-0.7272343117747557,1342.2267477360585
RSA006,2017-01-01T06:20:00,8.763839243851178,981.3442642941544,11.0,-0.8714525294751548,1343.4122509867136
RSA006,2017-01-01T06:40:00,7.813323963473049,784.7877219295302,11.0,-1.7237227753975335,1265.6506158460245
RSA006,2017-01-01T06:50:00,6.2108471206397065,542.3727795939801,11.0,-0.6521817289546809,1248.7916794453774
RSA006,2017-01-01T07:00:00,6.2917152196782125,549.8309957245252,11.0,-0.8101369865035536,1249.034622255176
RSA006,2017-01-01T07:10:00,6.331060042292434,561.5609154237235,11.0,-0.8696149994422043,1249.4994639521062
RSA006,2017-01-01T07:20:00,5.551523908045282,471.9256186584218,11.0,0.1867348065160706,1245.8771813103767
RSA006,2017-01-01T07:30:00,5.2739585793536685,446.19755829046966,11.0,0.5964616497479163,1244.854053442028
RSA006,2017-01-01T07:40:00,5.37988239588451,397.8006190582338,11.0,0.4581331515002137,1242.8980235224192
RSA006,2017-01-01T07:50:00,4.9956708192825285,336.2964034398397,11.0,1.010107034902709,1240.4068621317542
RSA006,2017-01-01T08:10:00,7.1066849956909826,818.2350167592365,11.0,-1.4845990818915502,1278.8936093648285
RSA006,2017-01-01T20:40:00,7.070205483947906,586.486700956958,11.0,-1.5968983981972027,1250.5704077818154
RSA006,2017-01-01T20:50:00,6.008723678588869,397.803588256836,11.0,-0.4959036652592475,1242.9461642456058
RSA006,2017-01-01T21:20:00,5.416638995409012,340.4383212280273,11.0,0.4020292211696502,1240.6092001342774
RSA006,2017-01-01T21:30:00,4.727266664505007,231.98865783691403,11.0,1.4013782213209196,1236.2188327026372
RSA006,2017-01-01T21:50:00,7.1572350397401925,664.1668831961498,11.0,-1.7693618041824324,1253.8022797253661
RSA006,2017-01-01T22:10:00,7.940768356231763,940.412964159922,11.0,-1.7699999809265137,1325.3775216155195
RSA006,2017-01-01T22:30:00,7.9945346659953085,908.6080583629042,11.0,-1.7799999713897705,1310.859305806678
RSA006,2017-01-01T22:40:00,7.649188107947262,822.9911658048043,11.0,-1.7825701366878917,1272.6653107673894
RSA006,2017-01-01T22:50:00,7.7991441372326795,865.4348605719583,11.0,-1.7899999618530271,1291.3626611571656
RSA006,2017-01-01T23:00:00,7.9808149112957025,834.2167119104275,11.0,-1.8215094779620395,1284.0225672568042
RSA006,2017-01-01T23:10:00,6.809153428570975,592.5588943306061,11.0,-1.1225626762667351,1251.1865110901585
RSA006,2017-01-01T23:20:00,7.798318093225834,770.193154391633,11.0,-1.830000042915344,1259.097597165739
RSA006,2017-01-01T23:30:00,7.0440745025939275,556.9980435593429,11.0,-1.4372697883717171,1249.419896432407
RSA006,2017-01-01T23:50:00,5.429105258495252,389.6845523266082,11.0,0.3709213240874655,1242.5583254550352
RSA006,2017-01-02T00:00:00,6.060553296935782,306.7920108089328,11.0,-0.6121632711586247,1239.2302687678668
RSA006,2017-01-02T00:10:00,6.556225153266404,446.03008138938026,11.0,-1.1834164821832882,1244.837155451539
RSA006,2017-01-02T00:30:00,6.393849634011907,376.86129364570786,11.0,-0.9958482740407254,1242.0524677021265
RSA006,2017-01-02T00:40:00,6.147127575344513,312.20281800321135,11.0,-0.7285801593996124,1239.445813842272
RSA006,2017-01-02T00:50:00,5.586826718050584,316.65248987497347,11.0,0.08109706924739515,1239.6257871517462
RSA006,2017-01-02T01:10:00,4.241368607183306,253.6161003112793,11.0,1.9156156561026967,1237.0830558776865
RSA006,2017-01-02T01:20:00,4.421917490661151,278.32716070810983,11.0,1.7367954619228838,1238.0818883260085
RSA006,2017-01-02T01:40:00,4.766099799447645,233.9522225108317,11.0,1.2879946480026925,1236.287787994574
RSA006,2017-01-02T01:50:00,4.992468068003655,266.26224244435616,11.0,1.0864424977306055,1237.5958651224785
RSA006,2017-01-02T02:00:00,4.6235986202025785,220.3296675969557,11.0,1.5571552765344636,1235.7420654296864
RSA006,2017-01-02T02:20:00,3.9670663952827483,130.2816513697308,11.0,2.146490087608496,1232.1197784423837
RSA006,2017-01-02T02:30:00,3.464818608264129,111.3289611498515,11.0,2.4128788953026135,1231.357086435953
RSA006,2017-01-02T02:50:00,4.201348356513741,201.25825898682137,11.0,1.9086766823802879,1234.9752852214895
RSA006,2017-01-02T03:00:00,4.674069037688403,254.5800229363693,11.0,1.477635836616943,1237.1272111430926
RSA006,2017-01-02T03:30:00,5.365841800561744,405.2721230688836,11.0,0.4632393211141948,1243.179903234325
RSA006,2017-01-02T03:40:00,5.38928042463035,417.53984441836036,11.0,0.4556321410456485,1243.68757616784
RSA006,2017-01-02T03:50:00,6.077845060873611,542.4655559709677,11.0,-0.5748639699328042,1248.7107939314747
RSA006,2017-01-02T04:20:00,8.682012664605367,985.0385479344592,11.0,-1.1468352432869855,1344.6388177022675
RSA006,2017-01-02T04:30:00,8.887893881400425,1092.8135749816895,11.0,-0.5593983327219271,1391.8948582967114
RSA006,2017-01-02T04:40:00,9.243977236747735,1263.5335199991866,11.0,0.07694574182581483,1452.249054972331
RSA006,2017-01-02T20:20:00,7.808773499462619,743.1184818840428,11.0,-1.8297833642798296,1257.58300548981
RSA006,2017-01-02T20:40:00,7.063515683836187,630.6511857214063,11.0,-1.5350131463905998,1252.9446554893311
RSA006,2017-01-02T20:50:00,8.138578334462983,911.782258587119,11.0,-1.8426495761047168,1311.7687229737344
RSA006,2017-01-02T21:00:00,8.138207608102032,879.1427685902173,11.0,-1.7954295142524703,1297.2680811257467
RSA006,2017-01-02T21:10:00,7.812438465252951,815.3162630326523,11.0,-1.7899999618530271,1268.7965113216414
RSA006,2017-01-02T21:20:00,7.83362736642608,791.8947110631159,11.0,-1.7845086766971097,1266.2952136281124
RSA006,2017-01-02T21:30:00,7.839380821585655,845.5877801259355,11.0,-1.78379103274395,1291.254528808595
RSA006,2017-01-02T21:40:00,8.32822685617628,986.4929308119652,11.0,-1.7006256305206862,1345.4821800136947
RSA006,2017-01-02T21:50:00,8.341240250070879,980.9848964691162,11.0,-1.7189902023722727,1342.7785296122247
RSA006,2017-01-02T22:00:00,6.190962754686674,637.4626343409218,11.0,-0.6314313903877822,1254.879335021972
RSA006,2017-01-02T22:10:00,5.715330261985461,535.0181059519451,11.0,-0.026601756878517336,1248.4282773335776
RSA006,2017-01-02T22:20:00,6.063084133945235,573.216568405564,11.0,-0.5167804115733593,1249.976414289891
RSA006,2017-01-02T22:30:00,6.495714712142942,605.7062887827558,11.0,-1.0281830516663213,1251.29227625529
RSA006,2017-01-02T22:40:00,7.3264900750776825,713.3523342584617,11.0,-1.5852044257635487,1256.2511161439388
RSA006,2017-01-02T22:50:00,7.455885298053423,679.7586715698247,11.0,-1.7954985206325849,1254.3628023783356
RSA006,2017-01-02T23:00:00,7.4045760180499105,679.4757894091691,11.0,-1.7589496693219564,1254.3751063356774
RSA006,2017-01-02T23:10:00,7.208758054176968,622.6789463678998,11.0,-1.6144816727629698,1251.9705001831053
RSA006,2017-01-02T23:20:00,7.657487148485688,763.2521738795233,11.0,-1.8410822271045888,1260.9909878700646
RSA006,2017-01-02T23:30:00,7.608967873194668,724.3256999216263,11.0,-1.8466564011928128,1256.8658740130695
RSA006,2017-01-02T23:40:00,7.22965435715704,739.4894832234528,11.0,-1.8028340554544344,1257.2775983687648
RSA006,2017-01-02T23:50:00,7.194338024806366,708.5469638848863,11.0,-1.78042405500595,1255.8102069521242
RSA006,2017-01-03T00:00:00,6.81953222582031,543.078132214407,11.0,-1.512495770115233,1248.7427901902452
RSA006,2017-01-03T00:10:00,6.4244130332698175,406.1812997107109,11.0,-1.0331735654891507,1243.2136874383448
RSA006,2017-01-03T00:20:00,6.048500489314562,375.5173005455623,11.0,-0.58367838964716,1241.9851772828893
RSA006,2017-01-03T00:30:00,5.804097614405348,327.5636572340516,11.0,-0.22388411941033448,1240.055134841513
RSA006,2017-01-03T00:40:00,5.761767432615928,306.4496141885971,11.0,-0.17458428106941026,1239.210776920909
RSA006,2017-01-03T00:50:00,5.869336931224673,333.7730985074428,11.0,-0.3989304686797756,1240.3037827584933
RSA006,2017-01-03T01:10:00,5.784722209970157,327.88690481185927,11.0,-0.2938214812718797,1240.073031616211
RSA006,2017-01-03T01:20:00,5.4046167643303225,273.14132880768,11.0,0.4127857689503696,1237.8776446875822
RSA006,2017-01-03T01:30:00,5.5957772235075645,297.8041952451073,11.0,0.06615814952553288,1238.8680539449056
RSA006,2017-01-03T01:40:00,5.869882795214656,330.91485646565775,11.0,-0.4016533316345885,1240.1887507120766
RSA006,2017-01-03T01:50:00,6.190498051047325,387.56731058756515,11.0,-0.790364624994739,1242.4713289896647
RSA006,2017-01-03T02:00:00,6.184315837423006,407.1805754343667,11.0,-0.7999055557903676,1243.2580045064294
RSA006,2017-01-03T02:10:00,6.1777302732070325,387.40251007080076,11.0,-0.7870360193618882,1242.472556813557
RSA006,2017-01-03T02:20:00,5.8033722261587775,401.74579219818105,11.0,-0.30474185246178737,1243.0437795003265
RSA006,2017-01-03T02:30:00,5.941700015465421,439.260330136617,11.0,-0.5047363871436872,1244.5544448852547
RSA006,2017-01-03T02:40:00,5.884422885822949,398.9341600489915,11.0,-0.4116154334276026,1242.937318937548
RSA006,2017-01-03T02:50:00,6.308029547894849,398.12610476186586,11.0,-0.9248874935411135,1242.8967936368165
RSA006,2017-01-03T03:00:00,6.065448763985305,399.26752419141854,11.0,-0.6489940849464751,1242.9360443691044
RSA006,2017-01-03T03:10:00,5.9132209302989995,321.32310865713436,11.0,-0.3778560656515214,1239.8071416751131
RSA006,2017-01-03T03:20:00,5.529723429925664,302.34119278426044,11.0,0.21813149956083794,1239.050500110745
RSA006,2017-01-03T03:30:00,5.733188977192357,289.3797021295609,11.0,-0.16559376881959534,1238.5267943077474
RSA006,2017-01-03T03:40:00,5.7954809511238725,330.7008395793469,11.0,-0.2576431854729831,1240.1797561954402
RSA006,2017-01-03T03:50:00,6.48305894028057,444.2834048941114,11.0,-1.1084795253705382,1244.7642691115702
RSA006,2017-01-03T04:00:00,6.982736539939832,540.1766103002974,11.0,-1.6455813312976624,1248.6272525906327
RSA006,2017-01-03T04:10:00,6.8572994301716514,538.3758398691808,11.0,-1.561202136799693,1248.5586392720545
RSA006,2017-01-03T04:20:00,5.977479965424093,387.3438819679055,11.0,-0.5254927243114776,1242.4660007532316
RSA006,2017-01-03T04:30:00,6.074217205246288,393.2174049377442,11.0,-0.6219598160008896,1242.7064165751135
RSA006,2017-01-03T04:40:00,6.3499950262216425,432.3686288686899,11.0,-0.9410647249271368,1244.281805280342
RSA006,2017-01-03T04:50:00,6.243866354227067,389.9873325983682,11.0,-0.8446345354585596,1242.5761383056636
RSA006,2017-01-03T05:00:00,6.46719389160474,366.86824722290027,11.0,-1.0767027763028936,1241.6475542704266
RSA006,2017-01-03T05:10:00,6.340349262816492,374.5333927654178,11.0,-0.9383696019029916,1241.9575611518974
